Symbol	CellType	Source	index	duplicated	prior
LYVE1	Endothelial_cells	Tirosh	1352	0	1
LYZ	Macrophages	Tirosh	1229	0	1
MAFB	Macrophages	Tirosh	1268	0	1
MAGEA11	Tcells_gamma_delta	LM22	557	0	1
MAGEH1	Tregs	Tirosh	1646	0	1
MAK	Eosinophils	LM22	1056	1	0
MAK	Neutrophils	LM22	1115	1	0
MALL	Endothelial_cells	Tirosh	1377	0	1
MAN1A1	Plasma_cells	LM22	150	0	1
MANEA	Plasma_cells	LM22	151	0	1
MAP3K13	DC_activated	LM22	934	0	1
MAP4K1	CD4_naive_Tcells	LM22	273	1	0
MAP4K1	CD8_Tcells	LM22	218	2	0
MAP4K1	Tcells_gamma_delta	LM22	558	2	0
MAP4K1	Tcells_helper	LM22	427	2	0
MAP4K1	Tcells_reg	LM22	491	1	0
MAP4K2	CD4_naive_Tcells	LM22	274	0	1
MAP9	CD4_naive_Tcells	LM22	275	1	0
MAP9	CD8_Tcells	LM22	219	2	0
MAP9	Tcells_helper	LM22	428	1	1
MAPKAPK3	Tregs	Tirosh	1718	0	1
MARCHF3	Blast_cells_activated	LM22	1016	0	1
MARCO	Macrophages_M0	LM22	764	0	1
MAST1	Plasma_cells	LM22	152	0	1
MATN2	Endothelial_cells	Tirosh	1390	0	1
MBL2	B_cells_memory	LM22	102	1	0
MBL2	Tcells_reg	LM22	492	1	0
MEFV	Monocytes	LM22	724	1	0
MEFV	Neutrophils	LM22	1116	1	0
MEG3	CAFs	Tirosh	1417	0	1
MEP1A	B_cells_naive	LM22	40	0	1
MFAP4	CAFs	Tirosh	1441	0	1
MGAM	Eosinophils	LM22	1057	1	0
MGAM	Neutrophils	LM22	1117	2	0
MGAM	NK_resting	LM22	611	1	0
MGAT1	Tregs	Tirosh	1709	0	1
MGST1	CAFs	Tirosh	1456	0	1
MICAL3	B_cells_naive	LM22	41	0	1
MIR100HG	CAFs	Tirosh	1481	0	1
MMP12	DC_activated	LM22	935	1	1
MMP12	DC_resting	LM22	891	1	1
MMP2	CAFs	Tirosh	1465	0	1
MMP25	Neutrophils	LM22	1118	0	1
MMP9	Macrophages_M0	LM22	765	0	1
MMRN1	Endothelial_cells	Tirosh	1310	0	1
MMRN2	Endothelial_cells	Tirosh	1326	0	1
MNDA	Macrophages	Tirosh	1273	1	0
MNDA	Monocytes	LM22	725	2	0
MNDA	Neutrophils	LM22	1119	1	0
MROH7	Plasma_cells	LM22	153	0	1
MRPL36	Tregs	Tirosh	1680	0	1
MRPS6	Tregs	Tirosh	1528	0	1
MRPS7	Tregs	Tirosh	1688	0	1
MS4A1	B_cells_memory	LM22	103	1	1
MS4A1	B_cells_naive	LM22	42	2	1
MS4A1	Bcells	Tirosh	1183	2	1
MS4A1	Bcells	S3_Schelker	1742	2	1
MS4A1	Bcells	Ramin	1800	1	1
MS4A1	Bcells	Danaher	1827	1	0
MS4A15	Lung_specific	Protein_atlas	1782	0	1
MS4A2	Blast_cells_activated	LM22	1017	1	1
MS4A2	Blast_cells_rest	LM22	975	1	1
MS4A2	Mast_cells	Danaher	1858	1	0
MS4A3	Blast_cells_activated	LM22	1018	1	1
MS4A3	Blast_cells_rest	LM22	976	2	1
MS4A3	Eosinophils	LM22	1058	2	0
MS4A3	NK_resting	LM22	612	1	0
MS4A4A	Macrophages	Tirosh	1221	0	1
MS4A4A	Macrophages	Danaher	1857	1	0
MS4A6A	Macrophages	Tirosh	1244	1	1
MS4A6A	Macrophages_M2	LM22	850	2	1
MS4A6A	Monocytes	LM22	726	1	1
MS4A7	Macrophages	Tirosh	1259	0	1
MSC	CAFs	Tirosh	1451	1	1
MSC	DC_activated	LM22	936	1	0
MSR1	Macrophages	Tirosh	1219	0	1
MX1	Tregs	Tirosh	1577	0	1
MXD1	Eosinophils	LM22	1059	1	0
MXD1	Neutrophils	LM22	1120	1	0
MXRA8	CAFs	Tirosh	1413	0	1
MYB	Blast_cells_activated	LM22	1019	1	1
MYB	Blast_cells_rest	LM22	977	1	1
MYCT1	Endothelial_cells	Tirosh	1311	0	1
MYL6	Tregs	Tirosh	1588	0	1
MYO1G	Tregs	Tirosh	1596	0	1
MZB1	Plasma_cells	LM22	154	0	1
NAALADL1	NK_activated	LM22	673	1	1
NAALADL1	NK_resting	LM22	613	1	1
NAMPT	Tregs	Tirosh	1558	0	1
NAPSA	Lung_specific	Protein_atlas	1783	0	1
NCAM1	NK	Ramin	1801	1	1
NCAM1	NKC	S3_Schelker	1756	1	1
NCF2	DC_resting	LM22	892	1	0
NCF2	Eosinophils	LM22	1060	2	0
NCF2	Macrophages	Tirosh	1257	2	0
NCF2	Macrophages_M0	LM22	766	2	0
NCF2	Monocytes	LM22	727	2	0
NCF2	Neutrophils	LM22	1121	1	0
NCF4	Tregs	Tirosh	1618	0	1
NCR1	NK	Danaher	1874	0	1
NCR3	CD8_Tcells	LM22	220	1	0
NCR3	NK_activated	LM22	674	1	0
NDUFA11	Tregs	Tirosh	1727	0	1
NDUFA13	Tregs	Tirosh	1520	0	1
NDUFA3	Tregs	Tirosh	1722	0	1
NDUFB10	Tregs	Tirosh	1642	0	1
NDUFB8	Tregs	Tirosh	1612	0	1
NDUFV2	Tregs	Tirosh	1654	0	1
NEMF	Tregs	Tirosh	1726	0	1
NFE2	Monocytes	LM22	728	1	0
NFE2	Neutrophils	LM22	1122	1	0
NFKBIZ	Tregs	Tirosh	1670	0	1
NID2	CAFs	Tirosh	1477	0	1
NINJ1	Macrophages	Tirosh	1287	0	1
NIPSNAP3B	B_cells_naive	LM22	43	0	1
NKG7	CD4_memory_act_Tcells	LM22	385	1	0
NKG7	CD4_memory_rest_Tcells	LM22	332	2	0
NKG7	CD8_Tcells	LM22	221	2	0
NKG7	NK_activated	LM22	675	2	0
NKG7	NK_resting	LM22	614	2	0
NKG7	Tcells	Tirosh	1153	1	1
NKG7	Cytotoxic_cells	Danaher	1846	1	0
NLRP3	Macrophages	Tirosh	1260	1	0
NLRP3	Monocytes	LM22	729	1	0
NMBR	B_cells_memory	LM22	104	1	1
NMBR	B_cells_naive	LM22	44	1	1
NME8	Macrophages_M2	LM22	851	1	0
NME8	NK_resting	LM22	615	1	0
NOD2	Macrophages_M1	LM22	809	1	0
NOD2	Monocytes	LM22	730	1	0
NOP10	Tregs	Tirosh	1590	0	1
NOS3	Endothelial_cells	Tirosh	1329	0	1
NOX3	Blast_cells_activated	LM22	1020	1	1
NOX3	Blast_cells_rest	LM22	978	1	1
NPAS1	Tcells_reg	LM22	493	0	1
NPDC1	Endothelial_cells	Tirosh	1364	0	1
NPIPB15	B_cells_memory	LM22	105	0	1
NPL	Macrophages	Tirosh	1300	1	1
NPL	Macrophages_M2	LM22	852	1	1
NR4A3	DC_activated	LM22	937	0	1
NRP1	DC	S3_Schelker	1753	0	1
NTN3	Tcells_reg	LM22	494	0	1
NTRK1	Blast_cells_activated	LM22	1021	1	1
NTRK1	Blast_cells_rest	LM22	979	1	1
OAS1	Tregs	Tirosh	1580	0	1
OCIAD2	Tregs	Tirosh	1629	0	1
OL6A3	CAFs	Tirosh	1404	0	1
OLFML2B	CAFs	Tirosh	1473	0	1
OLFML3	CAFs	Tirosh	1448	0	1
OLR1	Macrophages	Tirosh	1239	0	1
ORC1	CD4_memory_act_Tcells	LM22	386	0	1
OSM	NK_activated	LM22	676	0	1
OTUB1	Tregs	Tirosh	1570	0	1
OTUD5	Tregs	Tirosh	1675	0	1
OVCA2	Tregs	Tirosh	1710	0	1
P2RX1	Blast_cells_activated	LM22	1022	1	1
P2RX1	Blast_cells_rest	LM22	980	1	1
P2RX5	B_cells_memory	LM22	106	1	1
P2RX5	B_cells_naive	LM22	45	2	1
P2RX5	Bcells	Tirosh	1203	2	1
P2RX5	Plasma_cells	LM22	155	1	1
P2RY10	Eosinophils	LM22	1061	0	1
P2RY13	Eosinophils	LM22	1062	1	0
P2RY13	Macrophages_M2	LM22	853	2	0
P2RY13	Monocytes	LM22	731	2	0
P2RY13	Neutrophils	LM22	1123	1	0
P2RY14	B_cells_naive	LM22	46	1	0
P2RY14	Blast_cells_rest	LM22	981	2	0
P2RY14	Eosinophils	LM22	1063	2	0
P2RY14	Neutrophils	LM22	1124	1	0
P2RY2	Eosinophils	LM22	1064	0	1
PADI4	Eosinophils	LM22	1065	1	0
PADI4	Monocytes	LM22	732	2	0
PADI4	Neutrophils	LM22	1125	1	0
PAIP2	Tregs	Tirosh	1656	0	1
PALLD	CAFs	Tirosh	1458	0	1
PAPSS2	CAFs	Tirosh	1464	0	1
PAQR5	Blast_cells_rest	LM22	982	0	1
PARK7	Tregs	Tirosh	1530	0	1
PASK	Tcells_helper	LM22	429	0	1
PAX5	Bcells	Tirosh	1187	0	1
PAX7	Plasma_cells	LM22	156	0	1
PBXIP1	CD4_memory_rest_Tcells	LM22	333	1	0
PBXIP1	Tregs	Tirosh	1578	1	1
PCDHA5	Tcells_reg	LM22	495	0	1
PCOLCE	CAFs	Tirosh	1434	0	1
PCSK5	CAFs	Tirosh	1470	0	1
PDCD1	Tcells_exhausted	Ramin	1801	1	1
PDCD1	Tcells_helper	LM22	430	1	1
PDCD1LG2	DC_activated	LM22	938	1	0
PDCD1LG2	Macrophages_M2	LM22	854	1	0
PDE2A	Endothelial_cells	Tirosh	1328	0	1
PDE6C	Eosinophils	LM22	1066	0	1
PDGFA	Endothelial_cells	Tirosh	1393	0	1
PDGFRA	CAFs	Tirosh	1437	1	1
PDGFRA	CAFs	Bin	1769	1	1
PDGFRB	CAFs	Tirosh	1422	1	1
PDGFRB	CAFs	Bin	1770	1	1
PDGFRL	CAFs	Tirosh	1414	0	1
PDIA6	Tregs	Tirosh	1571	0	1
PDK1	Plasma_cells	LM22	157	0	1
PEBP1	Tregs	Tirosh	1555	0	1
PECAM1	Endothelial_cells	Tirosh	1302	1	1
PECAM1	Endothelial_cells	Bin	1771	1	1
PELI1	Tregs	Tirosh	1687	0	1
PGK1	Tregs	Tirosh	1651	0	1
PGLYRP1	Neutrophils	LM22	1126	0	1
PHLDA1	Tregs	Tirosh	1547	0	1
PHTF2	Tregs	Tirosh	1601	0	1
PIEZO1	Endothelial_cells	Tirosh	1392	0	1
PIK3IP1	CD8_Tcells	LM22	222	0	1
PILRA	Macrophages	Tirosh	1234	0	1
PIM2	Tregs	Tirosh	1494	0	1
PIP4K2C	Tregs	Tirosh	1698	0	1
PKD2L2	Eosinophils	LM22	1067	0	1
PKP4	Endothelial_cells	Tirosh	1380	0	1
PLA1A	DC_activated	LM22	939	1	1
PLA1A	Macrophages_M1	LM22	810	1	1
PLA2G4C	Endothelial_cells	Tirosh	1343	0	1
PLA2G7	DC_activated	LM22	940	1	1
PLA2G7	DC_resting	LM22	893	2	1
PLA2G7	Macrophages_M0	LM22	767	1	1
PLAC9	CAFs	Tirosh	1474	0	1
PLAUR	Macrophages	Tirosh	1280	0	1
PLBD1	Macrophages	Tirosh	1282	0	1
PLCG2	Bcells	Tirosh	1200	0	1
PLCH2	Tcells_reg	LM22	496	0	1
PLD3	Tregs	Tirosh	1627	0	1
PLEKHF1	NK_resting	LM22	616	0	1
PLEKHG3	Eosinophils	LM22	1068	1	0
PLEKHG3	Neutrophils	LM22	1127	2	0
PLEKHG3	Tcells_gamma_delta	LM22	559	1	0
PLIN2	Macrophages	Tirosh	1290	0	1
PLP2	Tregs	Tirosh	1556	0	1
PLVAP	Endothelial_cells	Tirosh	1306	0	1
PMAIP1	Tregs	Tirosh	1681	0	1
PMCH	CD4_memory_act_Tcells	LM22	387	1	0
PMCH	Tcells_reg	LM22	497	1	0
PNOC	B_cells_memory	LM22	107	1	1
PNOC	B_cells_naive	LM22	47	2	1
PNOC	Plasma_cells	LM22	158	1	1
PNOC	Bcells	Danaher	1831	1	0
PODN	CAFs	Tirosh	1410	0	1
PODXL	Endothelial_cells	Tirosh	1360	0	1
POU2AF1	Bcells	Tirosh	1198	0	1
POU2F2	Bcells	Tirosh	1206	0	1
PPBP	Macrophages_M0	LM22	768	0	1
PPFIBP1	DC_resting	LM22	894	0	1
PPM1F	Endothelial_cells	Tirosh	1379	0	1
PPP2R1A	Tregs	Tirosh	1708	0	1
PRCP	Endothelial_cells	Tirosh	1346	0	1
PRDM1	Tcells	Tirosh	1178	1	1
PRDM1	Tregs	Tirosh	1515	1	1
PRDX3	Tregs	Tirosh	1512	0	1
PRDX5	Tregs	Tirosh	1697	0	1
PRDX6	Tregs	Tirosh	1561	0	1
PRELP	CAFs	Tirosh	1463	0	1
PRF1	CD8_Tcells	LM22	223	1	0
PRF1	NK_activated	LM22	677	2	0
PRF1	NK_resting	LM22	617	2	0
PRF1	Tcells	Tirosh	1152	2	0
PRF1	Tcells_gamma_delta	LM22	560	2	0
PRF1	Tregs	Tirosh	1540	1	0
PRF1	Cytotoxic_cells	Danaher	1845	1	0
PRG2	Blast_cells_activated	LM22	1023	1	1
PRG2	Blast_cells_rest	LM22	983	1	1
PRNP	Tregs	Tirosh	1518	0	1
PRR5L	NK_activated	LM22	678	1	1
PRR5L	NK_resting	LM22	618	1	1
PRRX1	CAFs	Tirosh	1433	0	1
PSG2	B_cells_naive	LM22	48	0	1
PSMA1	Tregs	Tirosh	1620	0	1
PSMA5	Tregs	Tirosh	1720	0	1
PSMB1	Tregs	Tirosh	1602	0	1
PSMB3	Tregs	Tirosh	1563	0	1
PSMD2	Tregs	Tirosh	1592	0	1
PTAFR	Macrophages	Tirosh	1286	0	1
PTGDR	CD8_Tcells	LM22	224	1	0
PTGDR	NK_activated	LM22	679	2	0
PTGDR	NK_resting	LM22	619	2	0
PTGDR	Tcells_gamma_delta	LM22	561	1	0
PTGER2	CD4_memory_rest_Tcells	LM22	334	1	0
PTGER2	NK_activated	LM22	680	1	0
PTGER4	CD8_Exhausted	Danaher	1853	0	1
PTGIR	DC_activated	LM22	941	1	0
PTGIR	Macrophages_M1	LM22	811	2	0
PTGIR	Tcells_reg	LM22	498	1	0
PTGIS	CAFs	Tirosh	1443	0	1
PTPN1	Tregs	Tirosh	1634	0	1
PTPN7	Tregs	Tirosh	1599	0	1
PTPRB	Endothelial_cells	Tirosh	1332	0	1
PTPRC	lymphocyte	literature	1796	0	1
PTPRC	lymphocyte	Danaher	1834	1	0
PTPRCAP	B_cells_memory	LM22	108	1	0
PTPRCAP	B_cells_naive	LM22	49	2	0
PTPRCAP	CD4_memory_rest_Tcells	LM22	335	2	0
PTPRCAP	CD8_Tcells	LM22	225	2	0
PTPRCAP	NK_activated	LM22	681	2	0
PTPRCAP	NK_resting	LM22	620	2	0
PTPRCAP	Tcells_helper	LM22	431	1	0
PTPRG	Tcells_reg	LM22	499	0	1
PTTG1	Tregs	Tirosh	1605	0	1
PVRIG	CD8_Tcells	LM22	226	1	0
PVRIG	NK_activated	LM22	682	2	0
PVRIG	NK_resting	LM22	621	2	0
PVRIG	Tcells_gamma_delta	LM22	562	2	0
PVRIG	Tcells_helper	LM22	432	1	0
PVRL2	Endothelial_cells	Tirosh	1374	0	1
PYHIN1	Tcells	Tirosh	1161	0	1
QPCT	Macrophages_M0	LM22	769	1	0
QPCT	Neutrophils	LM22	1128	1	0
RAB20	Macrophages	Tirosh	1258	0	1
RAB27B	Blast_cells_activated	LM22	1024	1	1
RAB27B	Blast_cells_rest	LM22	984	1	1
RAC2	Tregs	Tirosh	1637	0	1
RAI14	Endothelial_cells	Tirosh	1383	0	1
RALGPS2	B_cells_memory	LM22	109	1	1
RALGPS2	B_cells_naive	LM22	50	2	1
RALGPS2	Bcells	Tirosh	1196	1	1
RAMP2	Endothelial_cells	Tirosh	1334	0	1
RAMP3	Endothelial_cells	Tirosh	1342	0	1
RAP1A	Tregs	Tirosh	1669	0	1
RARRES2	CAFs	Tirosh	1483	0	1
RASA3	CD4_memory_rest_Tcells	LM22	336	1	0
RASA3	CD8_Tcells	LM22	227	1	0
RASA4	Endothelial_cells	Tirosh	1369	0	1
RASGRP2	B_cells_memory	LM22	110	1	0
RASGRP2	B_cells_naive	LM22	51	2	0
RASGRP2	CD4_memory_rest_Tcells	LM22	337	2	0
RASGRP2	CD4_naive_Tcells	LM22	276	1	0
RASGRP3	Plasma_cells	LM22	159	0	1
RASSF4	DC_activated	LM22	942	1	0
RASSF4	Macrophages	Tirosh	1266	2	0
RASSF4	Macrophages_M1	LM22	812	1	0
RBP1	Endothelial_cells	Tirosh	1388	0	1
RCAN3	CD4_memory_rest_Tcells	LM22	338	1	0
RCAN3	Tcells_reg	LM22	500	1	0
RCN3	CAFs	Tirosh	1475	0	1
REC8	Tregs	Tirosh	1712	0	1
REN	Plasma_cells	LM22	160	0	1
RENBP	Macrophages_M2	LM22	855	0	1
REPS2	Eosinophils	LM22	1069	1	0
REPS2	Neutrophils	LM22	1129	1	0
REREP3	Tregs	Tirosh	1683	0	1
RFK	Tregs	Tirosh	1715	0	1
RGL2	Endothelial_cells	Tirosh	1385	0	1
RGS1	Eosinophils	LM22	1070	1	0
RGS1	Tcells_helper	LM22	433	1	0
RGS13	Blast_cells_activated	LM22	1025	1	0
RGS13	Blast_cells_rest	LM22	985	2	0
RGS13	Eosinophils	LM22	1071	2	0
RGS13	Plasma_cells	LM22	161	1	0
RGS16	Endothelial_cells	Tirosh	1340	0	1
RHOC	Tregs	Tirosh	1678	0	1
RHOF	Tregs	Tirosh	1650	0	1
RHOJ	Endothelial_cells	Tirosh	1333	0	1
RNASE2	Eosinophils	LM22	1072	1	0
RNASE2	Monocytes	LM22	733	1	0
RNASE6	DC_resting	LM22	895	1	0
RNASE6	Monocytes	LM22	734	1	0
RNF144B	Macrophages	Tirosh	1284	0	1
RNF213	Tregs	Tirosh	1682	0	1
ROBO4	Endothelial_cells	Tirosh	1330	0	1
RPL10L	CD4_memory_rest_Tcells	LM22	339	0	1
RPL3P7	CD4_memory_rest_Tcells	LM22	340	1	0
RPL3P7	CD4_naive_Tcells	LM22	277	2	0
RPL3P7	CD8_Tcells	LM22	228	2	0
RPL3P7	Plasma_cells	LM22	162	2	0
RPL3P7	Tcells_helper	LM22	434	1	0
RPS27L	Tregs	Tirosh	1638	0	1
RRP12	Eosinophils	LM22	1073	0	1
RRP9	CD4_memory_act_Tcells	LM22	388	0	1
RSAD2	DC_activated	LM22	943	1	0
RSAD2	Macrophages_M1	LM22	813	1	0
RTKN2	Lung_specific	Protein_atlas	1784	1	0
RTKN2	Tregs	Tirosh	1583	1	0
RYR1	Tcells_reg	LM22	501	0	1
S100A12	Monocytes	LM22	735	1	0
S100A12	Neutrophils	LM22	1130	1	0
S100A12	Neutrophils	Danaher	1864	1	0
S100A4	Tregs	Tirosh	1487	0	1
S100A6	Tregs	Tirosh	1499	0	1
S100A9	Macrophages	Tirosh	1223	0	1
S1PR1	Endothelial_cells	Tirosh	1391	0	1
S1PR5	NK_activated	LM22	683	1	1
S1PR5	NK_resting	LM22	622	1	1
SAMD9	Tregs	Tirosh	1636	0	1
SAMSN1	Eosinophils	LM22	1074	1	0
SAMSN1	Tregs	Tirosh	1695	1	0
SAT1	Tregs	Tirosh	1502	0	1
SCARA3	CAFs	Tirosh	1478	0	1
SCGB1A1	Lung_specific	Protein_atlas	1785	0	1
SCGB3A2	Lung_specific	Protein_atlas	1786	0	1
SCN9A	DC_resting	LM22	896	1	0
SCN9A	Tcells_gamma_delta	LM22	563	1	0
SDC4	Tregs	Tirosh	1532	0	1
SDF2L1	Tregs	Tirosh	1728	0	1
SDF4	Tregs	Tirosh	1724	0	1
SDPR	Endothelial_cells	Tirosh	1317	0	1
SEC31B	Tcells_reg	LM22	502	0	1
SELE	Endothelial_cells	S3_Schelker	1764	0	1
SELL	B_cells_naive	LM22	52	1	1
SELL	Tcells_naive	Ramin	1801	1	0
SELPLG	Tregs	Tirosh	1509	0	1
SEMA3A	Endothelial_cells	Tirosh	1361	0	1
SEPTIN5	Tcells_reg	LM22	503	0	1
SEPTIN8	Blast_cells_rest	LM22	986	0	1
SERGEF	CD4_naive_Tcells	LM22	278	0	1
SERPINA1	Macrophages	Tirosh	1267	0	1
SERPINB9	Tregs	Tirosh	1624	0	1
SERPINF1	CAFs	Tirosh	1447	0	1
SFT2D1	Tregs	Tirosh	1658	0	1
SFTA2	Lung_specific	Protein_atlas	1787	0	1
SFTPA1	Lung_specific	Protein_atlas	1788	0	1
SFTPA2	Lung_specific	Protein_atlas	1789	0	1
SFTPB	Lung_specific	Protein_atlas	1790	0	1
SFTPC	Lung_specific	Protein_atlas	1791	0	1
SFTPD	Lung_specific	Protein_atlas	1792	0	1
SH2D1A	CD4_memory_act_Tcells	LM22	389	1	0
SH2D1A	CD4_memory_rest_Tcells	LM22	341	2	0
SH2D1A	CD4_naive_Tcells	LM22	279	2	0
SH2D1A	CD8_Tcells	LM22	229	2	0
SH2D1A	NK_activated	LM22	684	2	0
SH2D1A	NK_resting	LM22	623	2	0
SH2D1A	Tcells	Tirosh	1150	2	0
SH2D1A	Tcells_gamma_delta	LM22	564	2	0
SH2D1A	Tcells_helper	LM22	435	2	0
SH2D1A	Tcells_reg	LM22	504	1	0
SH2D1A	Tcells	Danaher	1881	1	0
SH2D2A	Tcells	Tirosh	1155	1	0
SH2D2A	Tregs	Tirosh	1587	1	1
SHMT2	Tregs	Tirosh	1613	0	1
SIGLEC1	DC_activated	LM22	944	1	0
SIGLEC1	Macrophages	Tirosh	1227	2	1
SIGLEC1	Macrophages_M1	LM22	814	2	0
SIGLEC1	Macrophages_M2	LM22	856	1	0
SIGLEC5	Neutrophils	Danaher	1869	0	1
SIGLEC9	Macrophages	Tirosh	1237	0	1
SIK1	B_cells_memory	LM22	111	1	0
SIK1	B_cells_naive	LM22	53	2	0
SIK1	Plasma_cells	LM22	163	2	0
SIK1	Tcells_helper	LM22	436	1	0
SIRPB1	Macrophages	Tirosh	1271	0	1
SIRPG	CD4_memory_rest_Tcells	LM22	342	1	0
SIRPG	CD4_naive_Tcells	LM22	280	2	0
SIRPG	CD8_Tcells	LM22	230	2	0
SIRPG	Tcells	Tirosh	1146	2	0
SIRPG	Tcells_gamma_delta	LM22	565	2	0
SIRPG	Tcells_helper	LM22	437	2	0
SIRPG	Tcells_reg	LM22	505	1	1
SIT1	B_cells_memory	LM22	112	1	0
SIT1	Tcells_gamma_delta	LM22	566	2	0
SIT1	Tcells_reg	LM22	506	1	0
SKA1	CD4_memory_act_Tcells	LM22	390	0	1
SKAP1	Tcells	Tirosh	1174	1	1
SKAP1	Tcells_gamma_delta	LM22	567	2	1
SKAP1	Tcells_reg	LM22	507	1	1
SLA2	Tcells	Tirosh	1162	0	1
SLAMF1	Macrophages_M1	LM22	815	1	0
SLAMF1	Tregs	Tirosh	1565	1	0
SLAMF8	DC_resting	LM22	897	1	0
SLAMF8	Macrophages	Tirosh	1276	2	0
SLAMF8	Macrophages_M0	LM22	770	1	0
SLC11A1	Macrophages	Tirosh	1231	0	1
SLC12A1	B_cells_memory	LM22	113	1	1
SLC12A1	B_cells_naive	LM22	54	1	1
SLC12A8	Blast_cells_activated	LM22	1026	1	1
SLC12A8	Blast_cells_rest	LM22	987	2	1
SLC12A8	Macrophages_M0	LM22	771	1	1
SLC15A3	DC_activated	LM22	945	1	0
SLC15A3	DC_resting	LM22	898	2	0
SLC15A3	Macrophages_M0	LM22	772	2	0
SLC15A3	Macrophages_M1	LM22	816	2	0
SLC15A3	Macrophages_M2	LM22	857	2	0
SLC15A3	Monocytes	LM22	736	1	0
SLC22A31	Lung_specific	Protein_atlas	1793	0	1
SLC2A6	DC_activated	LM22	946	1	0
SLC2A6	Macrophages_M1	LM22	817	1	0
SLC31A2	Macrophages	Tirosh	1285	0	1
SLC34A2	Lung_specific	Protein_atlas	1794	0	1
SLC7A10	Tcells_helper	LM22	438	0	1
SLC7A7	Macrophages	Tirosh	1277	0	1
SLCO2A1	Endothelial_cells	Tirosh	1308	0	1
SLCO2B1	Macrophages	Tirosh	1281	0	1
SLCO5A1	DC_activated	LM22	947	0	1
SMAD1	Endothelial_cells	Tirosh	1348	0	1
SMPD3	Eosinophils	LM22	1075	0	1
SMPDL3B	Eosinophils	LM22	1076	0	1
SNX10	Tregs	Tirosh	1719	0	1
SNX5	Tregs	Tirosh	1630	0	1
SOCS1	Macrophages_M1	LM22	818	1	0
SOCS1	NK_activated	LM22	685	1	0
SOD1	Tregs	Tirosh	1533	0	1
SP140	B_cells_memory	LM22	114	0	1
SPAG4	Plasma_cells	LM22	164	0	1
SPIB	B_cells_memory	LM22	115	1	1
SPIB	B_cells_naive	LM22	55	1	1
SPIB	Bcells	Danaher	1832	1	0
SPOCK1	CAFs	Tirosh	1427	0	1
SPOCK2	Tcells	Tirosh	1173	1	1
SPOCK2	Tcells_reg	LM22	508	1	1
SPP1	Macrophages	Tirosh	1263	0	1
SPPL2A	Tregs	Tirosh	1562	0	1
SQSTM1	Tregs	Tirosh	1522	0	1
SSX1	Tcells_reg	LM22	509	0	1
ST3GAL6	DC_activated	LM22	948	1	0
ST3GAL6	Eosinophils	LM22	1077	1	0
ST6GALNAC4	Plasma_cells	LM22	165	0	1
ST8SIA1	Blast_cells_rest	LM22	988	1	0
ST8SIA1	CD4_memory_rest_Tcells	LM22	343	2	0
ST8SIA1	Tcells_helper	LM22	439	1	0
STAM	Tregs	Tirosh	1659	0	1
STAP1	B_cells_memory	LM22	116	1	1
STAP1	B_cells_naive	LM22	56	2	1
STAP1	Bcells	Tirosh	1193	2	1
STAP1	Blast_cells_rest	LM22	989	1	1
STAT1	Tregs	Tirosh	1523	0	1
STAT4	Tcells	Tirosh	1163	0	1
STEAP4	Neutrophils	LM22	1131	0	1
STXBP6	Blast_cells_activated	LM22	1027	1	1
STXBP6	Blast_cells_rest	LM22	990	1	1
SULF1	CAFs	Tirosh	1418	0	1
SUMO2	Tregs	Tirosh	1548	0	1
SVEP1	CAFs	Tirosh	1420	0	1
SYNGR2	Tregs	Tirosh	1521	0	1
SYT15	Endothelial_cells	Tirosh	1358	0	1
TAGLN	CAFs	Tirosh	1423	0	1
TANK	Tregs	Tirosh	1617	0	1
TAP1	Tregs	Tirosh	1549	0	1
TARDBP	Tregs	Tirosh	1657	0	1
TARDBPP1	Tcells_gamma_delta	LM22	568	0	1
TBX21	NK_activated	LM22	686	1	1
TBX21	NK_resting	LM22	624	1	1
TBX21	Th1_cells	Danaher	1883	1	0
TBXAS1	Macrophages	Tirosh	1253	0	1
TC2N	Tcells	Tirosh	1167	0	1
TCEB2	Tregs	Tirosh	1621	0	1
TCF7	CD4_memory_rest_Tcells	LM22	344	1	0
TCF7	CD4_naive_Tcells	LM22	281	2	0
TCF7	CD8_Tcells	LM22	231	2	0
TCF7	Tcells	Tirosh	1170	2	1
TCF7	Tcells_gamma_delta	LM22	569	2	0
TCF7	Tcells_helper	LM22	440	1	0
TCL1A	B_cells_naive	LM22	57	0	1
TCL1A	Bcells	Danaher	1833	1	0
TEC	Blast_cells_activated	LM22	1028	0	1
TEK	Endothelial_cells	Tirosh	1323	0	1
TEP1	NK_resting	LM22	625	0	1
TFPI	Endothelial_cells	Tirosh	1356	0	1
TFRC	Mesothelium	Bin	1775	1	0
TFRC	Tregs	Tirosh	1648	1	1
TGFBR2	Endothelial_cells	Tirosh	1387	0	1
TGM2	Endothelial_cells	Tirosh	1344	0	1
TGM5	Plasma_cells	LM22	166	0	1
THBD	Endothelial_cells	Tirosh	1367	0	1
THBS2	CAFs	Tirosh	1429	0	1
THY1	CAFs	Tirosh	1398	1	1
THY1	CAFs	S3_Schelker	1766	1	1
TIE1	Endothelial_cells	Tirosh	1314	0	1
TIGIT	Tcells	Tirosh	1147	1	1
TIGIT	Tregs	Tirosh	1527	1	1
TLR10	Bcells	Tirosh	1195	0	1
TLR2	Macrophages	Tirosh	1240	1	1
TLR2	Monocytes	LM22	737	2	0
